seeds
0
0
0
0
0
0
0
0
0
0.48743907
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.037495313
0
0.224971879
0
0
0
0
0
0
0
0
0.037495313
0.149981252
0
0.037495313
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.037495313
0
0
0
0.037495313
0
0
0.037495313
0
0
0.037495313
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.037495313
0
0
0
0
0
0
0.037495313
0
0
0
0.224971879
0.824896888
0
0
0
0
0
0
0
0
0
