seeds
0.166666667
0
0.333333333
0.166666667
0
0.166666667
0
0
0
0
0
0
0.083333333
0
0.083333333
0.083333333
0
0.083333333
0.333333333
0.666666667
0.166666667
0
0.5
0
0.083333333
0.25
0.166666667
0.083333333
0.25
0.333333333
0
0
0
0
0
0.25
0
0.166666667
0
0
0.25
0
0.583333333
0.583333333
0.083333333
0.25
0.083333333
0.166666667
0.333333333
0
0.25
0.25
0
0.25
0
0
0
0
0
0
0
0
0
0
0
0
0
0.166666667
0.083333333
0
0
0
0.083333333
0.25
0.25
0.083333333
0.166666667
0.25
0
0
0.083333333
0
0.083333333
0.166666667
0.5
0.166666667
0
0.083333333
0.75
0
0
0
0.083333333
0
0
0.083333333
0.083333333
0
0.166666667
0.416666667
0
0
0.333333333
0.166666667
0.416666667
0.333333333
0.083333333
0.083333333
